Temperatura,Umidade,Chuva,Vento,Delta T,sp,wh,ir,bp
0.020000,0.980000,0.980000,0.980000,0.020000,0.134553,0.402571,0.232476,0.225316
0.020000,0.980000,0.980000,0.980000,0.340000,0.134553,0.402571,0.232476,0.225316
0.020000,0.980000,0.980000,0.980000,0.660000,0.134553,0.402571,0.232476,0.225316
0.020000,0.980000,0.980000,0.980000,0.980000,0.134553,0.402571,0.232476,0.225316
0.340000,0.020000,0.020000,0.020000,0.020000,0.317535,0.500000,0.364951,0.167524
0.340000,0.020000,0.020000,0.020000,0.340000,0.500000,0.500000,0.364951,0.167524
0.340000,0.020000,0.020000,0.020000,0.660000,0.500000,0.500000,0.364951,0.167524
0.340000,0.020000,0.020000,0.020000,0.980000,0.317028,0.500000,0.364951,0.167524
0.340000,0.020000,0.020000,0.340000,0.020000,0.317535,0.500000,0.364951,0.167524
0.340000,0.020000,0.020000,0.340000,0.340000,0.500000,0.500000,0.364951,0.167524
0.340000,0.020000,0.020000,0.340000,0.660000,0.500000,0.500000,0.364951,0.167524
0.340000,0.020000,0.020000,0.340000,0.980000,0.317028,0.500000,0.364951,0.167524
0.340000,0.020000,0.020000,0.660000,0.020000,0.315450,0.500000,0.364951,0.167524
0.340000,0.020000,0.020000,0.660000,0.340000,0.315450,0.500000,0.364951,0.167524
0.340000,0.020000,0.020000,0.660000,0.660000,0.315450,0.500000,0.364951,0.167524
0.340000,0.020000,0.020000,0.660000,0.980000,0.315450,0.500000,0.364951,0.167524
0.340000,0.020000,0.020000,0.980000,0.020000,0.316876,0.500000,0.364951,0.167524
0.340000,0.020000,0.020000,0.980000,0.340000,0.316876,0.500000,0.364951,0.167524
0.340000,0.020000,0.020000,0.980000,0.660000,0.316876,0.500000,0.364951,0.167524
0.340000,0.020000,0.020000,0.980000,0.980000,0.316876,0.500000,0.364951,0.167524
0.340000,0.020000,0.340000,0.020000,0.020000,0.317535,0.500000,0.364952,0.167524
0.340000,0.020000,0.340000,0.020000,0.340000,0.500000,0.500000,0.364952,0.167524
0.340000,0.020000,0.340000,0.020000,0.660000,0.478303,0.500000,0.364952,0.167524
0.340000,0.020000,0.340000,0.020000,0.980000,0.317028,0.500000,0.364952,0.167524
0.340000,0.020000,0.340000,0.340000,0.020000,0.317535,0.500000,0.364952,0.167524
0.340000,0.020000,0.340000,0.340000,0.340000,0.500000,0.500000,0.364952,0.167524
0.340000,0.020000,0.340000,0.340000,0.660000,0.478303,0.500000,0.364952,0.167524
0.340000,0.020000,0.340000,0.340000,0.980000,0.317028,0.500000,0.364952,0.167524
0.340000,0.020000,0.340000,0.660000,0.020000,0.315450,0.500000,0.364952,0.167524
0.340000,0.020000,0.340000,0.660000,0.340000,0.315450,0.500000,0.364952,0.167524
0.340000,0.020000,0.340000,0.660000,0.660000,0.315450,0.500000,0.364952,0.167524
0.340000,0.020000,0.340000,0.660000,0.980000,0.315450,0.500000,0.364952,0.167524
0.340000,0.020000,0.340000,0.980000,0.020000,0.316876,0.500000,0.364952,0.167524
0.340000,0.020000,0.340000,0.980000,0.340000,0.316876,0.500000,0.364952,0.167524
0.340000,0.020000,0.340000,0.980000,0.660000,0.316876,0.500000,0.364952,0.167524
0.340000,0.020000,0.340000,0.980000,0.980000,0.316876,0.500000,0.364952,0.167524
0.340000,0.020000,0.660000,0.020000,0.020000,0.317535,0.500000,0.364952,0.167524
0.340000,0.020000,0.660000,0.020000,0.340000,0.500000,0.500000,0.364952,0.167524
0.340000,0.020000,0.660000,0.020000,0.660000,0.315568,0.500000,0.364952,0.167524
0.340000,0.020000,0.660000,0.020000,0.980000,0.317028,0.500000,0.364952,0.167524
0.340000,0.020000,0.660000,0.340000,0.020000,0.317535,0.500000,0.364952,0.167524
0.340000,0.020000,0.660000,0.340000,0.340000,0.500000,0.500000,0.364952,0.167524
0.340000,0.020000,0.660000,0.340000,0.660000,0.315568,0.500000,0.364952,0.167524
0.340000,0.020000,0.660000,0.340000,0.980000,0.317028,0.500000,0.364952,0.167524
0.340000,0.020000,0.660000,0.660000,0.020000,0.315450,0.500000,0.364952,0.167524
0.340000,0.020000,0.660000,0.660000,0.340000,0.315450,0.500000,0.364952,0.167524
0.340000,0.020000,0.660000,0.660000,0.660000,0.315450,0.500000,0.364952,0.167524
0.340000,0.020000,0.660000,0.660000,0.980000,0.315450,0.500000,0.364952,0.167524
0.340000,0.020000,0.660000,0.980000,0.020000,0.316876,0.500000,0.364952,0.167524
0.340000,0.020000,0.660000,0.980000,0.340000,0.316876,0.500000,0.364952,0.167524
0.340000,0.020000,0.660000,0.980000,0.660000,0.315568,0.500000,0.364952,0.167524
0.340000,0.020000,0.660000,0.980000,0.980000,0.316876,0.500000,0.364952,0.167524
0.340000,0.020000,0.980000,0.020000,0.020000,0.317535,0.500000,0.364952,0.167524
0.340000,0.020000,0.980000,0.020000,0.340000,0.500000,0.500000,0.364952,0.167524
0.340000,0.020000,0.980000,0.020000,0.660000,0.317441,0.500000,0.364952,0.167524
0.340000,0.020000,0.980000,0.020000,0.980000,0.317028,0.500000,0.364952,0.167524
0.340000,0.020000,0.980000,0.340000,0.020000,0.317535,0.500000,0.364952,0.167524
0.340000,0.020000,0.980000,0.340000,0.340000,0.500000,0.500000,0.364952,0.167524
0.340000,0.020000,0.980000,0.340000,0.660000,0.317441,0.500000,0.364952,0.167524
0.340000,0.020000,0.980000,0.340000,0.980000,0.317028,0.500000,0.364952,0.167524
0.340000,0.020000,0.980000,0.660000,0.020000,0.315450,0.500000,0.364952,0.167524
0.340000,0.020000,0.980000,0.660000,0.340000,0.315450,0.500000,0.364952,0.167524
0.340000,0.020000,0.980000,0.660000,0.660000,0.315450,0.500000,0.364952,0.167524
0.340000,0.020000,0.980000,0.660000,0.980000,0.315450,0.500000,0.364952,0.167524
0.340000,0.020000,0.980000,0.980000,0.020000,0.316876,0.500000,0.364952,0.167524
0.340000,0.020000,0.980000,0.980000,0.340000,0.316876,0.500000,0.364952,0.167524
0.340000,0.020000,0.980000,0.980000,0.660000,0.316876,0.500000,0.364952,0.167524
0.340000,0.020000,0.980000,0.980000,0.980000,0.316876,0.500000,0.364952,0.167524
0.340000,0.340000,0.020000,0.020000,0.020000,0.184348,0.496972,0.309723,0.423183
0.340000,0.340000,0.020000,0.020000,0.340000,0.500000,0.496972,0.309723,0.423183
0.340000,0.340000,0.020000,0.020000,0.660000,0.500000,0.496972,0.309723,0.423183
0.340000,0.340000,0.020000,0.020000,0.980000,0.134670,0.496972,0.309723,0.423183
0.340000,0.340000,0.020000,0.340000,0.020000,0.197805,0.496972,0.309723,0.423183
0.340000,0.340000,0.020000,0.340000,0.340000,0.500000,0.496972,0.309723,0.423183
0.340000,0.340000,0.020000,0.340000,0.660000,0.500000,0.496972,0.309723,0.423183
0.340000,0.340000,0.020000,0.340000,0.980000,0.159855,0.496972,0.309723,0.423183
0.340000,0.340000,0.020000,0.660000,0.020000,0.191323,0.496972,0.309723,0.423183
0.340000,0.340000,0.020000,0.660000,0.340000,0.197437,0.496972,0.309723,0.423183
0.340000,0.340000,0.020000,0.660000,0.660000,0.152646,0.496972,0.309723,0.423183
0.340000,0.340000,0.020000,0.660000,0.980000,0.150649,0.496972,0.309723,0.423183
0.340000,0.340000,0.020000,0.980000,0.020000,0.183679,0.496972,0.309723,0.423183
0.340000,0.340000,0.020000,0.980000,0.340000,0.198883,0.496972,0.309723,0.423183
0.340000,0.340000,0.020000,0.980000,0.660000,0.153889,0.496972,0.309723,0.423183
0.340000,0.340000,0.020000,0.980000,0.980000,0.134553,0.496972,0.309723,0.423183
0.340000,0.340000,0.340000,0.020000,0.020000,0.199647,0.498887,0.365576,0.414668
0.340000,0.340000,0.340000,0.020000,0.340000,0.500000,0.498887,0.365576,0.414668
0.340000,0.340000,0.340000,0.020000,0.660000,0.195947,0.498887,0.365576,0.414668
0.340000,0.340000,0.340000,0.020000,0.980000,0.134670,0.498887,0.365576,0.414668
0.340000,0.340000,0.340000,0.340000,0.020000,0.199647,0.498887,0.365576,0.414668
0.340000,0.340000,0.340000,0.340000,0.340000,0.521051,0.498887,0.365576,0.414668
0.340000,0.340000,0.340000,0.340000,0.660000,0.195947,0.498887,0.365576,0.414668
0.340000,0.340000,0.340000,0.340000,0.980000,0.134670,0.498887,0.365576,0.414668
0.340000,0.340000,0.340000,0.660000,0.020000,0.133426,0.498887,0.365576,0.414668
0.340000,0.340000,0.340000,0.660000,0.340000,0.133426,0.498887,0.365576,0.414668
0.340000,0.340000,0.340000,0.660000,0.660000,0.133426,0.498887,0.365576,0.414668
0.340000,0.340000,0.340000,0.660000,0.980000,0.133426,0.498887,0.365576,0.414668
0.340000,0.340000,0.340000,0.980000,0.020000,0.134553,0.498887,0.365576,0.414668
0.340000,0.340000,0.340000,0.980000,0.340000,0.134553,0.498887,0.365576,0.414668
0.340000,0.340000,0.340000,0.980000,0.660000,0.134553,0.498887,0.365576,0.414668
0.340000,0.340000,0.340000,0.980000,0.980000,0.134553,0.498887,0.365576,0.414668
0.340000,0.340000,0.660000,0.020000,0.020000,0.135056,0.498887,0.365585,0.414668
0.340000,0.340000,0.660000,0.020000,0.660000,0.133523,0.498887,0.365585,0.414668
0.340000,0.340000,0.660000,0.020000,0.980000,0.134670,0.498887,0.365585,0.414668
0.340000,0.340000,0.660000,0.340000,0.020000,0.135056,0.498887,0.365585,0.414668
0.340000,0.340000,0.660000,0.340000,0.340000,0.803816,0.498887,0.365585,0.414668
0.340000,0.340000,0.660000,0.340000,0.660000,0.133523,0.498887,0.365585,0.414668
0.340000,0.340000,0.660000,0.340000,0.980000,0.134670,0.498887,0.365585,0.414668
0.340000,0.340000,0.660000,0.660000,0.020000,0.133426,0.498887,0.365585,0.414668
0.340000,0.340000,0.660000,0.660000,0.340000,0.133426,0.498887,0.365585,0.414668
0.340000,0.340000,0.660000,0.660000,0.660000,0.133426,0.498887,0.365585,0.414668
0.340000,0.340000,0.660000,0.660000,0.980000,0.133426,0.498887,0.365585,0.414668
0.340000,0.340000,0.660000,0.980000,0.020000,0.134553,0.498887,0.365585,0.414668
0.340000,0.340000,0.660000,0.980000,0.340000,0.134553,0.498887,0.365585,0.414668
0.340000,0.340000,0.660000,0.980000,0.660000,0.133523,0.498887,0.365585,0.414668
0.340000,0.340000,0.660000,0.980000,0.980000,0.134553,0.498887,0.365585,0.414668
0.340000,0.340000,0.980000,0.020000,0.020000,0.135056,0.498874,0.364132,0.413820
0.340000,0.340000,0.980000,0.020000,0.660000,0.134985,0.498874,0.364132,0.413820
0.340000,0.340000,0.980000,0.020000,0.980000,0.134670,0.498874,0.364132,0.413820
0.340000,0.340000,0.980000,0.340000,0.020000,0.135056,0.498874,0.364132,0.413820
0.340000,0.340000,0.980000,0.340000,0.660000,0.134985,0.498874,0.364132,0.413820
0.340000,0.340000,0.980000,0.340000,0.980000,0.134670,0.498874,0.364132,0.413820
0.340000,0.340000,0.980000,0.660000,0.020000,0.133426,0.498874,0.364132,0.413820
0.340000,0.340000,0.980000,0.660000,0.340000,0.133426,0.498874,0.364132,0.413820
0.340000,0.340000,0.980000,0.660000,0.660000,0.133426,0.498874,0.364132,0.413820
0.340000,0.340000,0.980000,0.660000,0.980000,0.133426,0.498874,0.364132,0.413820
0.340000,0.340000,0.980000,0.980000,0.020000,0.134553,0.498874,0.364132,0.413820
0.340000,0.340000,0.980000,0.980000,0.340000,0.134553,0.498874,0.364132,0.413820
0.340000,0.340000,0.980000,0.980000,0.660000,0.134553,0.498874,0.364132,0.413820
0.340000,0.340000,0.980000,0.980000,0.980000,0.134553,0.498874,0.364132,0.413820
0.340000,0.660000,0.020000,0.020000,0.020000,0.184348,0.403420,0.243859,0.502986
0.340000,0.660000,0.020000,0.020000,0.340000,0.500000,0.403420,0.243859,0.502986
0.340000,0.660000,0.020000,0.020000,0.660000,0.500000,0.403420,0.243859,0.502986
0.340000,0.660000,0.020000,0.020000,0.980000,0.134670,0.403420,0.243859,0.502986
0.340000,0.660000,0.020000,0.340000,0.020000,0.197805,0.403420,0.243859,0.502986
0.340000,0.660000,0.020000,0.340000,0.340000,0.500000,0.403420,0.243859,0.502986
0.340000,0.660000,0.020000,0.340000,0.660000,0.500000,0.403420,0.243859,0.502986
0.340000,0.660000,0.020000,0.340000,0.980000,0.159855,0.403420,0.243859,0.502986
0.340000,0.660000,0.020000,0.660000,0.020000,0.191323,0.403420,0.243859,0.502986
0.340000,0.660000,0.020000,0.660000,0.340000,0.197437,0.403420,0.243859,0.502986
0.340000,0.660000,0.020000,0.660000,0.660000,0.152646,0.403420,0.243859,0.502986
0.340000,0.660000,0.020000,0.660000,0.980000,0.150649,0.403420,0.243859,0.502986
0.340000,0.660000,0.020000,0.980000,0.020000,0.183679,0.403420,0.243859,0.502986
0.340000,0.660000,0.020000,0.980000,0.340000,0.198883,0.403420,0.243859,0.502986
0.340000,0.660000,0.020000,0.980000,0.660000,0.153889,0.403420,0.243859,0.502986
0.340000,0.660000,0.020000,0.980000,0.980000,0.134553,0.403420,0.243859,0.502986
0.340000,0.660000,0.340000,0.020000,0.020000,0.199647,0.401160,0.244508,0.728432
0.340000,0.660000,0.340000,0.020000,0.340000,0.500000,0.401160,0.244508,0.728432
0.340000,0.660000,0.340000,0.020000,0.660000,0.195947,0.401160,0.244508,0.728432
0.340000,0.660000,0.340000,0.020000,0.980000,0.134670,0.401160,0.244508,0.728432
0.340000,0.660000,0.340000,0.340000,0.020000,0.199647,0.401160,0.244508,0.728432
0.340000,0.660000,0.340000,0.340000,0.340000,0.521051,0.401160,0.244508,0.728432
0.340000,0.660000,0.340000,0.340000,0.660000,0.195947,0.401160,0.244508,0.728432
0.340000,0.660000,0.340000,0.340000,0.980000,0.134670,0.401160,0.244508,0.728432
0.340000,0.660000,0.340000,0.660000,0.020000,0.133426,0.401160,0.244508,0.728432
0.340000,0.660000,0.340000,0.660000,0.340000,0.133426,0.401160,0.244508,0.728432
0.340000,0.660000,0.340000,0.660000,0.660000,0.133426,0.401160,0.244508,0.728432
0.340000,0.660000,0.340000,0.660000,0.980000,0.133426,0.401160,0.244508,0.728432
0.340000,0.660000,0.340000,0.980000,0.020000,0.134553,0.401160,0.244508,0.728432
0.340000,0.660000,0.340000,0.980000,0.340000,0.134553,0.401160,0.244508,0.728432
0.340000,0.660000,0.340000,0.980000,0.660000,0.134553,0.401160,0.244508,0.728432
0.340000,0.660000,0.340000,0.980000,0.980000,0.134553,0.401160,0.244508,0.728432
0.340000,0.660000,0.660000,0.020000,0.020000,0.135056,0.400308,0.233231,0.414668
0.340000,0.660000,0.660000,0.020000,0.660000,0.133523,0.400308,0.233231,0.414668
0.340000,0.660000,0.660000,0.020000,0.980000,0.134670,0.400308,0.233231,0.414668
0.340000,0.660000,0.660000,0.340000,0.020000,0.135056,0.400308,0.233231,0.414668
0.340000,0.660000,0.660000,0.340000,0.340000,0.803816,0.400308,0.233231,0.414668
0.340000,0.660000,0.660000,0.340000,0.660000,0.133523,0.400308,0.233231,0.414668
0.340000,0.660000,0.660000,0.340000,0.980000,0.134670,0.400308,0.233231,0.414668
0.340000,0.660000,0.660000,0.660000,0.020000,0.133426,0.400308,0.233231,0.414668
0.340000,0.660000,0.660000,0.660000,0.340000,0.133426,0.400308,0.233231,0.414668
0.340000,0.660000,0.660000,0.660000,0.660000,0.133426,0.400308,0.233231,0.414668
0.340000,0.660000,0.660000,0.660000,0.980000,0.133426,0.400308,0.233231,0.414668
0.340000,0.660000,0.660000,0.980000,0.020000,0.134553,0.400308,0.233231,0.414668
0.340000,0.660000,0.660000,0.980000,0.340000,0.134553,0.400308,0.233231,0.414668
0.340000,0.660000,0.660000,0.980000,0.660000,0.133523,0.400308,0.233231,0.414668
0.340000,0.660000,0.660000,0.980000,0.980000,0.134553,0.400308,0.233231,0.414668
0.340000,0.660000,0.980000,0.020000,0.020000,0.135056,0.402477,0.232508,0.750993
0.340000,0.660000,0.980000,0.020000,0.660000,0.134985,0.402477,0.232508,0.750993
0.340000,0.660000,0.980000,0.020000,0.980000,0.134670,0.402477,0.232508,0.750993
0.340000,0.660000,0.980000,0.340000,0.020000,0.135056,0.402477,0.232508,0.750993
0.340000,0.660000,0.980000,0.340000,0.660000,0.134985,0.402477,0.232508,0.750993
0.340000,0.660000,0.980000,0.340000,0.980000,0.134670,0.402477,0.232508,0.750993
0.340000,0.660000,0.980000,0.660000,0.020000,0.133426,0.402477,0.232508,0.750993
0.340000,0.660000,0.980000,0.660000,0.340000,0.133426,0.402477,0.232508,0.750993
0.340000,0.660000,0.980000,0.660000,0.660000,0.133426,0.402477,0.232508,0.750993
0.340000,0.660000,0.980000,0.660000,0.980000,0.133426,0.402477,0.232508,0.750993
0.340000,0.660000,0.980000,0.980000,0.020000,0.134553,0.402477,0.232508,0.750993
0.340000,0.660000,0.980000,0.980000,0.340000,0.134553,0.402477,0.232508,0.750993
0.340000,0.660000,0.980000,0.980000,0.660000,0.134553,0.402477,0.232508,0.750993
0.340000,0.660000,0.980000,0.980000,0.980000,0.134553,0.402477,0.232508,0.750993
0.340000,0.980000,0.020000,0.020000,0.020000,0.135048,0.402573,0.232476,0.167524
0.340000,0.980000,0.020000,0.020000,0.340000,0.135048,0.402573,0.232476,0.167524
0.340000,0.980000,0.020000,0.020000,0.660000,0.135048,0.402573,0.232476,0.167524
0.340000,0.980000,0.020000,0.020000,0.980000,0.134670,0.402573,0.232476,0.167524
0.340000,0.980000,0.020000,0.340000,0.020000,0.135048,0.402573,0.232476,0.167524
0.340000,0.980000,0.020000,0.340000,0.340000,0.135048,0.402573,0.232476,0.167524
0.340000,0.980000,0.020000,0.340000,0.660000,0.135048,0.402573,0.232476,0.167524
0.340000,0.980000,0.020000,0.340000,0.980000,0.134670,0.402573,0.232476,0.167524
0.340000,0.980000,0.020000,0.660000,0.020000,0.133426,0.402573,0.232476,0.167524
0.340000,0.980000,0.020000,0.660000,0.340000,0.133426,0.402573,0.232476,0.167524
0.340000,0.980000,0.020000,0.660000,0.660000,0.133426,0.402573,0.232476,0.167524
0.340000,0.980000,0.020000,0.660000,0.980000,0.133426,0.402573,0.232476,0.167524
0.340000,0.980000,0.020000,0.980000,0.020000,0.134553,0.402573,0.232476,0.167524
0.340000,0.980000,0.020000,0.980000,0.340000,0.134553,0.402573,0.232476,0.167524
0.340000,0.980000,0.020000,0.980000,0.660000,0.134553,0.402573,0.232476,0.167524
0.340000,0.980000,0.020000,0.980000,0.980000,0.134553,0.402573,0.232476,0.167524
0.340000,0.980000,0.340000,0.020000,0.020000,0.199637,0.402571,0.232476,0.189763
0.340000,0.980000,0.340000,0.020000,0.340000,0.317515,0.402571,0.232476,0.189763
0.340000,0.980000,0.340000,0.020000,0.660000,0.135048,0.402571,0.232476,0.189763
0.340000,0.980000,0.340000,0.020000,0.980000,0.134670,0.402571,0.232476,0.189763
0.340000,0.980000,0.340000,0.340000,0.020000,0.199637,0.402571,0.232476,0.189763
0.340000,0.980000,0.340000,0.340000,0.340000,0.318647,0.402571,0.232476,0.189763
0.340000,0.980000,0.340000,0.340000,0.660000,0.135048,0.402571,0.232476,0.189763
0.340000,0.980000,0.340000,0.340000,0.980000,0.134670,0.402571,0.232476,0.189763
0.340000,0.980000,0.340000,0.660000,0.020000,0.133426,0.402571,0.232476,0.189763
0.340000,0.980000,0.340000,0.660000,0.340000,0.133426,0.402571,0.232476,0.189763
0.340000,0.980000,0.340000,0.660000,0.660000,0.133426,0.402571,0.232476,0.189763
0.340000,0.980000,0.340000,0.660000,0.980000,0.133426,0.402571,0.232476,0.189763
0.340000,0.980000,0.340000,0.980000,0.020000,0.134553,0.402571,0.232476,0.189763
0.340000,0.980000,0.340000,0.980000,0.340000,0.134553,0.402571,0.232476,0.189763
0.340000,0.980000,0.340000,0.980000,0.660000,0.134553,0.402571,0.232476,0.189763
0.340000,0.980000,0.340000,0.980000,0.980000,0.134553,0.402571,0.232476,0.189763
0.340000,0.980000,0.660000,0.020000,0.020000,0.135048,0.402571,0.232476,0.225237
0.340000,0.980000,0.660000,0.020000,0.340000,0.135048,0.402571,0.232476,0.225237
0.340000,0.980000,0.660000,0.020000,0.660000,0.133523,0.402571,0.232476,0.225237
0.340000,0.980000,0.660000,0.020000,0.980000,0.134670,0.402571,0.232476,0.225237
0.340000,0.980000,0.660000,0.340000,0.020000,0.135048,0.402571,0.232476,0.225237
0.340000,0.980000,0.660000,0.340000,0.340000,0.135048,0.402571,0.232476,0.225237
0.340000,0.980000,0.660000,0.340000,0.660000,0.133523,0.402571,0.232476,0.225237
0.340000,0.980000,0.660000,0.340000,0.980000,0.134670,0.402571,0.232476,0.225237
0.340000,0.980000,0.660000,0.660000,0.020000,0.133426,0.402571,0.232476,0.225237
0.340000,0.980000,0.660000,0.660000,0.340000,0.133426,0.402571,0.232476,0.225237
0.340000,0.980000,0.660000,0.660000,0.660000,0.133426,0.402571,0.232476,0.225237
0.340000,0.980000,0.660000,0.660000,0.980000,0.133426,0.402571,0.232476,0.225237
0.340000,0.980000,0.660000,0.980000,0.020000,0.134553,0.402571,0.232476,0.225237
0.340000,0.980000,0.660000,0.980000,0.340000,0.134553,0.402571,0.232476,0.225237
0.340000,0.980000,0.660000,0.980000,0.660000,0.133523,0.402571,0.232476,0.225237
0.340000,0.980000,0.660000,0.980000,0.980000,0.134553,0.402571,0.232476,0.225237
0.340000,0.980000,0.980000,0.020000,0.020000,0.135048,0.402571,0.232476,0.167524
0.340000,0.980000,0.980000,0.020000,0.340000,0.135048,0.402571,0.232476,0.167524
0.340000,0.980000,0.980000,0.020000,0.660000,0.134985,0.402571,0.232476,0.167524
0.340000,0.980000,0.980000,0.020000,0.980000,0.134670,0.402571,0.232476,0.167524
0.340000,0.980000,0.980000,0.340000,0.020000,0.135048,0.402571,0.232476,0.167524
0.340000,0.980000,0.980000,0.340000,0.340000,0.135048,0.402571,0.232476,0.167524
0.340000,0.980000,0.980000,0.340000,0.660000,0.134985,0.402571,0.232476,0.167524
0.340000,0.980000,0.980000,0.340000,0.980000,0.134670,0.402571,0.232476,0.167524
0.340000,0.980000,0.980000,0.660000,0.020000,0.133426,0.402571,0.232476,0.167524
0.340000,0.980000,0.980000,0.660000,0.340000,0.133426,0.402571,0.232476,0.167524
0.340000,0.980000,0.980000,0.660000,0.660000,0.133426,0.402571,0.232476,0.167524
0.340000,0.980000,0.980000,0.660000,0.980000,0.133426,0.402571,0.232476,0.167524
0.340000,0.980000,0.980000,0.980000,0.020000,0.134553,0.402571,0.232476,0.167524
0.340000,0.980000,0.980000,0.980000,0.340000,0.134553,0.402571,0.232476,0.167524
0.340000,0.980000,0.980000,0.980000,0.660000,0.134553,0.402571,0.232476,0.167524
